Title,Year,Rating,Runtime,Critic.Score,Box.Office,Award
Prince of Persia: The Sands of Time,2010,PG-13,116,36,90.8,FALSE
Get Him to the Greek,2010,R,109,73,60.9,FALSE
Marmaduke,2010,PG,87,9,33.6,FALSE
Killers,2010,PG-13,100,11,47,FALSE
The Killer Inside Me,2010,R,109,55,0.2,FALSE
The A-Team,2010,PG-13,117,47,77.2,FALSE
The Karate Kid,2010,PG,140,66,176.6,FALSE
Please Give,2010,R,90,86,4,FALSE
Toy Story 3,2010,G,103,99,415,TRUE
Jonah Hex,2010,PG-13,81,12,10.5,FALSE
Knight and Day,2010,PG-13,109,52,76.4,FALSE
Grown Ups,2010,PG-13,102,10,162,TRUE
The Twilight Saga: Eclipse,2010,PG-13,124,49,300.5,TRUE
The Last Airbender,2010,PG,103,6,131.6,TRUE
Joan Rivers: A Piece of Work,2010,R,84,91,2.9,TRUE
Despicable Me,2010,PG,95,81,251.5,TRUE
Predators,2010,R,107,64,52,TRUE
The Sorcerer's Apprentice,2010,PG,109,41,63.1,FALSE
Cyrus,2010,R,91,80,7.5,TRUE
Inception,2010,PG-13,148,86,292.6,FALSE
Winter's Bone,2010,R,100,94,6.5,FALSE
Standing Ovation,2010,PG,105,6,0.5,FALSE
Salt,2010,PG-13,100,62,118.3,FALSE
Ramona and Beezus,2010,G,103,70,26.2,FALSE
Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82,14,43.6,FALSE
Dinner for Schmucks,2010,PG-13,114,42,73,FALSE
Charlie St. Cloud,2010,PG-13,99,27,31.1,FALSE
The Kids Are All Right,2010,R,106,93,20.8,FALSE
Step Up 3D,2010,PG-13,107,46,42.4,TRUE
Restrepo,2010,R,93,96,1.3,TRUE
The Other Guys,2010,PG-13,107,79,119.2,TRUE
The Wildest Dream,2010,PG,94,76,0.9,TRUE
Twelve,2010,R,93,3,0.2,FALSE
Scott Pilgrim vs. the World,2010,PG-13,112,82,31.5,FALSE
The Expendables,2010,R,103,41,103,TRUE
Eat Pray Love,2010,PG-13,133,36,80.6,TRUE
Vampires Suck,2010,PG-13,82,5,36.7,FALSE
Piranha 3D,2010,R,88,73,25,FALSE
The Switch,2010,PG-13,101,51,27.8,FALSE
Lottery Ticket,2010,PG-13,99,34,24.7,FALSE
Nanny McPhee Returns,2010,PG,109,76,29,TRUE
The Last Exorcism,2010,PG-13,87,72,41,TRUE
Takers,2010,PG-13,107,28,57.7,TRUE
Howl,2010,R,84,63,0.6,FALSE
The American,2010,R,105,66,35.6,FALSE
Freakonomics,2010,PG-13,85,65,0.1,FALSE
Machete,2010,R,105,72,26.6,FALSE
Going the Distance,2010,R,102,53,17.8,FALSE
Legendary,2010,PG-13,107,17,0.2,FALSE
Flipped,2010,PG,90,55,1.8,FALSE
Resident Evil: Afterlife,2010,R,97,23,60.1,TRUE
I'm Still Here,2010,R,108,53,0.4,TRUE
Easy A,2010,PG-13,92,85,58.4,FALSE
Alpha and Omega,2010,PG,88,16,25.1,TRUE
The Town,2010,R,125,93,92.2,FALSE
Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,97,50,55.7,FALSE
Wall Street: Money Never Sleeps,2010,PG-13,133,55,52.5,TRUE
You Again,2010,PG,105,17,25.7,FALSE
The Virginity Hit,2010,R,86,29,0.5,FALSE
The Social Network,2010,PG-13,120,96,96.9,TRUE
Catfish,2010,PG-13,87,80,3.2,FALSE
Let Me In,2010,R,116,88,12.1,TRUE
Life as We Know It,2010,PG-13,114,28,53.4,TRUE
As Good as Dead,2010,R,100,0,0.0015,TRUE
Secretariat,2010,PG,123,64,59.7,FALSE
It's Kind of a Funny Story,2010,PG-13,101,58,6.4,FALSE
My Soul to Take,2010,R,107,9,14.6,TRUE
Ghetto Physics,2010,R,94,42,0.0101,FALSE
RED,2010,PG-13,111,71,90.4,FALSE
Jackass 3D,2010,R,94,65,117.2,FALSE
Buried,2010,R,95,87,1,TRUE
Never Let Me Go,2010,R,103,71,2.4,FALSE
Under the Boardwalk: The Monopoly Story,2010,G,88,85,0.0051,FALSE
I Want Your Money,2010,PG,92,0,0.4,FALSE
Exporting Raymond,2010,PG,86,71,0.0839,TRUE
Paranormal Activity 2,2010,R,91,58,84.7,FALSE
Hereafter,2010,PG-13,129,46,32.7,FALSE
Stone,2010,R,105,50,1.8,FALSE
You Will Meet a Tall Dark Stranger,2010,R,98,46,3.2,FALSE
Waiting for 'Superman',2010,PG,111,89,6.4,FALSE
Saw 3D: The Final Chapter,2010,R,90,9,45.7,TRUE
Hatchet II,2010,R,85,36,0.0526,FALSE
For Colored Girls,2010,R,133,32,37.7,FALSE
Conviction,2010,R,107,67,6.8,FALSE
Due Date,2010,R,95,40,100.4,FALSE
Megamind,2010,PG,95,72,148.2,TRUE
Morning Glory,2010,PG-13,107,56,31,FALSE
Skyline,2010,PG-13,97,15,12,TRUE
Unstoppable,2010,PG-13,98,86,81.6,FALSE
Inside Job,2010,PG-13,105,98,4.3,FALSE
Senna,2010,PG-13,106,92,1.6,FALSE
Brotherhood,2010,R,76,54,0.0195,TRUE
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,78,295,FALSE
Queen of the Lot,2010,R,120,29,0.2,TRUE
The Next Three Days,2010,PG-13,133,52,21.1,TRUE
The Way,2010,PG-13,123,82,4.4,TRUE
Tangled,2010,PG,100,90,200.8,FALSE
Love & Other Drugs,2010,R,112,49,32.4,FALSE
Burlesque,2010,PG-13,119,36,39.4,FALSE
Faster,2010,R,98,43,23.2,FALSE
London Boulevard,2010,R,103,33,0.0105,FALSE
Fair Game,2010,PG-13,108,79,9.5,FALSE
Night Catches Us,2010,R,90,81,0.0753,TRUE
All Good Things,2010,R,101,33,0.6,FALSE
Tucker and Dale vs. Evil,2010,R,89,84,0.2,FALSE
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,49,104.4,TRUE
The Tourist,2010,PG-13,103,20,67.6,TRUE
Black Swan,2010,R,108,87,107,TRUE
TRON: Legacy,2010,PG,125,51,172.1,FALSE
How Do You Know,2010,PG-13,121,32,30.2,FALSE
Yogi Bear,2010,PG,80,13,100.2,TRUE
The Fighter,2010,R,116,91,93.6,FALSE
Little Fockers,2010,PG-13,98,10,148.4,FALSE
True Grit,2010,PG-13,110,96,171,FALSE
Holy Rollers,2010,R,89,51,0.3,FALSE
Gulliver's Travels,2010,PG,85,21,42.8,FALSE
The King's Speech,2010,R,118,94,138.8,TRUE
The Last Godfather,2010,PG-13,100,0,0.2,FALSE
Jack Goes Boating,2010,R,89,68,0.5,TRUE
Love Ranch,2010,R,117,12,0.1,FALSE
The Tempest,2010,PG-13,110,30,0.3,FALSE
Country Strong,2010,PG-13,117,22,20.2,TRUE
Henry's Crime,2010,R,108,40,0.1,FALSE
I Spit on Your Grave,2010,R,108,34,0.0924,TRUE
Somewhere,2010,R,97,71,1.8,TRUE
The Way Back,2010,PG-13,133,74,2.7,TRUE
The Extra Man,2010,R,108,42,0.5,TRUE
Rabbit Hole,2010,PG-13,91,86,2.2,TRUE
127 Hours,2010,R,94,93,18.3,TRUE
Waiting for Forever,2010,PG-13,95,6,0.021,FALSE
Vanishing on 7th Street,2010,R,92,50,0.0222,TRUE
The Company Men,2010,R,104,67,4.4,FALSE
Last Night,2010,R,93,50,0.1,FALSE
The Grace Card,2010,PG-13,101,35,2.4,FALSE
Happythankyoumoreplease,2010,R,100,40,0.2,TRUE
Client 9: The Rise and Fall of Eliot Spitzer,2010,R,117,91,0.2,FALSE
Submarine,2010,R,97,86,0.5,TRUE
Peep World,2010,R,79,23,0.0109,FALSE
The 5th Quarter,2010,PG,90,50,0.4,FALSE
Insidious,2010,PG-13,103,66,54,TRUE
Road to Nowhere,2010,R,121,80,0.0403,FALSE
The Conspirator,2010,PG-13,122,55,11.5,TRUE
Meek's Cutoff,2010,PG,104,85,1,FALSE
Trust,2010,R,106,78,0.1,TRUE
Dylan Dog: Dead of Night,2010,PG-13,107,8,1.2,TRUE
Sympathy for Delicious,2010,R,96,29,0.0131,FALSE
Harvest,2010,R,102,73,0.0241,FALSE
The Perfect Host,2010,R,93,44,0.0483,TRUE
Skateland,2010,PG-13,96,38,0.0111,FALSE
Bloodworth,2010,R,105,50,0.0096,TRUE
Cost of a Soul,2010,R,107,27,0.0254,FALSE
Cool It,2010,PG,87,51,0.0627,FALSE
Rejoice and Shout,2010,PG,115,76,0.1,FALSE
Beginners,2010,R,105,84,5.8,FALSE
Super,2010,R,96,48,0.3,TRUE
Wrecked,2010,R,91,46,0.0048,TRUE
Ceremony,2010,R,89,40,0.0217,FALSE
Stake Land,2010,R,98,75,0.0185,FALSE
Cherry,2010,R,99,60,0.0111,TRUE
The First Grader,2010,PG-13,103,59,0.3,TRUE
Countdown to Zero,2010,PG,91,81,0.3,TRUE
Hesher,2010,R,106,54,0.4,FALSE
Amigo,2010,R,124,62,0.2,TRUE
Dirty Girl,2010,R,90,27,0.0536,TRUE
A Little Help,2010,R,109,41,0.0858,FALSE
Don't Be Afraid of the Dark,2010,R,99,58,24,FALSE
The Debt,2010,R,113,77,31.1,FALSE
Cave of Forgotten Dreams,2010,G,90,96,5.2,FALSE
Everything Must Go,2010,R,97,75,2.7,FALSE
The Whistleblower,2010,R,112,74,1.1,TRUE
Beautiful Boy,2010,R,100,69,0.0772,FALSE
Tabloid,2010,R,87,91,0.7,FALSE
Welcome to the Rileys,2010,R,110,55,0.2,TRUE
Vidal Sassoon: The Movie,2010,PG,90,59,0.0852,FALSE
I Kissed a Vampire,2010,PG,91,0,0.0014,FALSE
Virginia,2010,R,111,4,0.0111,TRUE
Main Street,2010,PG,92,13,0.0016,TRUE
High School,2010,R,99,27,0.0827,TRUE
Morning,2010,R,95,45,0.0029,FALSE
Radio Free Albemuth,2010,R,111,36,0.2,FALSE
Bringing Up Bobby,2011,PG-13,93,17,0.005,TRUE
Restless City,2011,R,80,45,0.0081,TRUE
The Last Mountain,2011,PG,95,80,0.1,TRUE
Gun Hill Road,2011,R,86,62,0.1,TRUE
The Details,2011,R,91,46,0.0636,FALSE
Down the Shore,2011,R,93,50,0.0048,FALSE
Season of the Witch,2011,PG-13,95,9,24.8,FALSE
The Dilemma,2011,PG-13,111,24,48.4,FALSE
The Green Hornet,2011,PG-13,119,43,98.8,FALSE
Pariah,2011,R,86,93,0.8,TRUE
"Connected: An Autoblogography About Love, Death & Technology",2011,PG,82,36,0.0133,FALSE
No Strings Attached,2011,R,108,48,70.6,FALSE
Little Birds,2011,R,94,53,0.0166,FALSE
Thin Ice,2011,R,93,69,0.8,FALSE
Life in a Day,2011,PG-13,95,80,0.2,FALSE
The Mechanic,2011,R,93,53,29.1,TRUE
From Prada to Nada,2011,PG-13,107,21,3,TRUE
The Rite,2011,PG-13,114,21,33,TRUE
Sanctum,2011,R,108,30,23.1,TRUE
The Roommate,2011,PG-13,91,4,37.3,TRUE
Gnomeo & Juliet,2011,G,84,55,99.8,FALSE
Justin Bieber: Never Say Never,2011,G,105,64,73,FALSE
The Eagle,2011,PG-13,114,39,19.5,FALSE
Just Go with It,2011,PG-13,117,19,103,TRUE
The Last Lions,2011,PG,88,87,0.6,FALSE
"Big Mommas: Like Father, Like Son",2011,PG-13,107,5,37.9,FALSE
I Am Number Four,2011,PG-13,109,33,55.1,FALSE
Drive Angry,2011,R,104,45,10.7,FALSE
Hall Pass,2011,R,105,34,45,FALSE
Elevate,2011,PG,81,73,0.0035,TRUE
Take Me Home Tonight,2011,R,97,28,6.9,TRUE
Rango,2011,PG,107,87,123.2,FALSE
Beastly,2011,PG-13,86,21,27.9,FALSE
The Adjustment Bureau,2011,PG-13,106,72,62.5,FALSE
Battle Los Angeles,2011,PG-13,116,35,83.5,TRUE
Red Riding Hood,2011,PG-13,100,10,37.7,FALSE
Mars Needs Moms,2011,PG,88,37,21.4,FALSE
The FP,2011,R,82,48,0.0406,FALSE
American Animal,2011,R,95,59,0.0059,FALSE
Paul,2011,R,104,71,37.4,FALSE
The Lincoln Lawyer,2011,R,118,83,58,FALSE
Cedar Rapids,2011,R,87,86,6.9,TRUE
Limitless,2011,PG-13,105,70,79.2,TRUE
Sucker Punch,2011,PG-13,110,23,36.4,TRUE
There Be Dragons,2011,PG-13,122,11,1.1,TRUE
Diary of a Wimpy Kid: Rodrick Rules,2011,PG,99,48,52.7,TRUE
Hop,2011,PG,95,25,108,TRUE
Source Code,2011,PG-13,93,92,54.7,FALSE
Restless,2011,PG-13,91,36,0.2,FALSE
Hanna,2011,PG-13,111,71,40.2,FALSE
Your Highness,2011,R,102,27,21.6,FALSE
Arthur,2011,PG-13,110,26,33,FALSE
Soul Surfer,2011,PG,106,46,43.9,TRUE
Born to Be Wild,2011,G,40,98,24.2,TRUE
Rio,2011,G,96,72,143.6,FALSE
Atlas Shrugged: Part I,2011,PG-13,97,11,4.6,TRUE
Scream 4,2011,R,111,59,38.2,TRUE
Win Win,2011,R,106,94,10.2,FALSE
New York Says Thank You,2011,G,86,0,0.5,TRUE
African Cats,2011,G,89,71,15.4,TRUE
Jane Eyre,2011,PG-13,120,84,11.2,TRUE
Madea's Big Happy Family,2011,PG-13,106,38,53.3,FALSE
Water for Elephants,2011,PG-13,120,60,58.7,TRUE
The Perfect Family,2011,PG-13,84,48,0.1,FALSE
Prom,2011,PG,104,36,10.1,TRUE
Fast Five,2011,PG-13,131,78,209.8,FALSE
Hoodwinked Too! Hood vs. Evil,2011,PG,86,11,10.1,FALSE
Balls to the Wall,2011,R,85,0,0.0031,TRUE
InSight,2011,R,92,0,0.017,TRUE
"Wild Horse, Wild Ride",2011,PG,106,93,0.0946,TRUE
Jumping the Broom,2011,PG-13,112,56,37.3,FALSE
Thor,2011,PG-13,115,77,181,TRUE
Priest,2011,PG-13,87,16,29.1,FALSE
Bridesmaids,2011,R,125,90,169.1,FALSE
The Tree of Life,2011,PG-13,139,84,13.3,FALSE
The Beaver,2011,PG-13,91,61,1,FALSE
35 and Ticking,2011,R,104,0,0.1,FALSE
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136,33,241.1,TRUE
Kung Fu Panda 2,2011,PG,91,81,165.2,FALSE
The Hangover Part II,2011,R,102,34,254.5,FALSE
The Ledge,2011,R,101,14,0.0052,TRUE
X-Men: First Class,2011,PG-13,132,87,146.4,FALSE
5 Days of War,2011,R,113,33,0.0172,TRUE
Judy Moody and the Not Bummer Summer,2011,PG,91,19,15,FALSE
Super 8,2011,PG-13,112,82,127,TRUE
Midnight in Paris,2011,PG-13,94,93,56.8,FALSE
Green Lantern,2011,PG-13,114,26,116.6,TRUE
The Art of Getting By,2011,PG-13,83,18,1.4,FALSE
Mr. Popper's Penguins,2011,PG,94,48,68.2,TRUE
Snow Flower and the Secret Fan,2011,PG-13,120,21,1.3,TRUE
Cars 2,2011,G,106,39,191.5,FALSE
"Love, Wedding, Marriage",2011,PG-13,90,0,0.0014,FALSE
Bad Teacher,2011,R,92,44,100.3,FALSE
Transformers: Dark of the Moon,2011,PG-13,154,35,352.4,FALSE
Larry Crowne,2011,PG-13,98,36,35.6,FALSE
Monte Carlo,2011,PG,109,38,23.2,TRUE
Zookeeper,2011,PG,102,14,80.4,FALSE
Horrible Bosses,2011,R,98,69,117.5,FALSE
The Son of No One,2011,R,90,16,0.0289,FALSE
Salvation Boulevard,2011,R,96,21,0.0274,TRUE
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,96,381,FALSE
Winnie the Pooh,2011,G,63,90,26.7,TRUE
Captain America: The First Avenger,2011,PG-13,124,79,176.6,TRUE
Friends with Benefits,2011,R,109,70,55.8,FALSE
A Better Life,2011,PG-13,98,85,1.8,TRUE
"Crazy, Stupid, Love.",2011,PG-13,118,78,84.3,FALSE
Cowboys & Aliens,2011,PG-13,119,44,100.2,FALSE
The Smurfs,2011,PG,103,22,142.6,FALSE
Rise of the Planet of the Apes,2011,PG-13,105,82,176.7,FALSE
Magic Trip,2011,R,107,69,0.2,FALSE
The Change-Up,2011,R,112,25,37,TRUE
The Help,2011,PG-13,146,76,169.7,TRUE
30 Minutes or Less,2011,R,83,44,37.1,FALSE
Final Destination 5,2011,R,92,61,42.6,TRUE
Glee: The 3D Concert Movie,2011,PG,84,60,11.9,FALSE
Project Nim,2011,PG-13,93,98,0.4,TRUE
The Future,2011,R,91,71,0.6,FALSE
Conan O'Brien Can't Stop,2011,R,89,80,0.3,FALSE
Fright Night,2011,R,106,72,18.3,FALSE
Spy Kids: All the Time in the World in 4D,2011,PG,89,22,38.5,FALSE
One Day,2011,PG-13,107,36,13.8,FALSE
Conan the Barbarian,2011,R,113,24,21.3,FALSE
The Greatest Movie Ever Sold,2011,PG-13,90,73,0.6,TRUE
Higher Ground,2011,R,109,81,0.8,FALSE
Colombiana,2011,PG-13,108,27,36.7,TRUE
The Family Tree,2011,R,87,10,0.0037,FALSE
Our Idiot Brother,2011,R,90,67,24.8,FALSE
Seven Days in Utopia,2011,G,100,14,4.4,TRUE
Shark Night 3D,2011,PG-13,90,17,18.9,TRUE
Apollo 18,2011,PG-13,86,24,17.7,FALSE
Seeking Justice,2011,R,105,27,0.4,FALSE
Creature,2011,R,93,11,0.3,FALSE
Bucky Larson: Born to Be a Star,2011,R,97,0,2.3,FALSE
Warrior,2011,PG-13,140,83,13.7,FALSE
Contagion,2011,PG-13,106,84,75.6,TRUE
Drive,2011,R,100,93,35.1,TRUE
Straw Dogs,2011,R,110,41,10.3,TRUE
I Don't Know How She Does It,2011,PG-13,89,17,9.7,FALSE
Answers to Nothing,2011,R,124,9,0.022,FALSE
Abduction,2011,PG-13,106,4,28.1,TRUE
A Bird of the Air,2011,PG-13,108,30,0.0102,FALSE
Dolphin Tale,2011,PG,113,82,72.3,TRUE
Moneyball,2011,PG-13,133,95,75.6,FALSE
Musical Chairs,2011,PG-13,102,37,0.0299,FALSE
Page One: Inside the New York Times,2011,R,92,79,1.1,TRUE
Margin Call,2011,R,107,88,5.4,TRUE
Dream House,2011,PG-13,92,6,21.3,FALSE
Red State,2011,R,88,58,1,TRUE
Courageous,2011,PG-13,129,30,34.5,FALSE
What's Your Number?,2011,R,106,23,14,TRUE
50/50,2011,R,100,94,35,TRUE
Munger Road,2011,PG-13,86,0,0.3,TRUE
Intruders,2011,R,100,31,0.0647,FALSE
Real Steel,2011,PG-13,127,60,85.5,FALSE
The Ides of March,2011,R,101,85,41,TRUE
Another Earth,2011,PG-13,92,63,1.3,FALSE
Footloose,2011,PG-13,113,70,51.8,FALSE
Texas Killing Fields,2011,R,105,33,0.0453,FALSE
The Big Year,2011,PG,100,40,7.2,TRUE
Addiction Incorporated,2011,PG-13,100,75,0.04,TRUE
The Thing,2011,R,103,35,16.9,TRUE
Johnny English Reborn,2011,PG,101,39,8.3,TRUE
We Need to Talk About Kevin,2011,R,112,76,1.7,FALSE
Trespass,2011,R,91,10,0.0168,FALSE
Paranormal Activity 3,2011,R,83,68,104,TRUE
The Three Musketeers,2011,PG-13,110,24,20.4,FALSE
The Music Never Stopped,2011,PG,105,65,0.3,FALSE
A Good Old Fashioned Orgy,2011,R,95,32,0.1,TRUE
Puss in Boots,2011,PG,90,84,149.2,FALSE
The Rum Diary,2011,R,120,50,13.1,TRUE
Anonymous,2011,PG-13,130,46,4.5,TRUE
The Double,2011,PG-13,98,20,0.1,TRUE
In Time,2011,PG-13,109,36,37.6,TRUE
Hide Away,2011,PG-13,88,42,0.0296,FALSE
Machine Gun Preacher,2011,R,129,29,0.5,FALSE
Tower Heist,2011,PG-13,104,68,78,TRUE
A Very Harold & Kumar 3D Christmas,2011,R,90,68,35,TRUE
Loosies,2011,PG-13,89,19,0.0033,TRUE
Take Shelter,2011,R,120,91,1.7,FALSE
Jack and Jill,2011,PG,91,3,74.2,FALSE
Immortals,2011,R,110,35,83.5,FALSE
J. Edgar,2011,R,137,43,37.3,FALSE
The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,117,24,281.3,TRUE
Arthur Christmas,2011,PG,97,92,46.4,FALSE
The Muppets,2011,PG,103,96,88.6,FALSE
Hugo,2011,PG,126,94,73.8,FALSE
The Deep Blue Sea,2011,R,98,79,1.1,FALSE
Another Happy Day,2011,R,119,45,0.0085,TRUE
The Sitter,2011,R,81,21,30.2,TRUE
The Descendants,2011,R,115,89,82.6,FALSE
New Year's Eve,2011,PG-13,113,7,54.5,FALSE
On the Ice,2011,R,96,67,0.0705,FALSE
Alvin and the Chipmunks: Chipwrecked,2011,G,87,12,133.1,TRUE
Sherlock Holmes: A Game of Shadows,2011,PG-13,129,59,186.8,FALSE
Young Adult,2011,R,94,80,16.3,FALSE
Martha Marcy May Marlene,2011,R,102,90,3,FALSE
Mission: Impossible - Ghost Protocol,2011,PG-13,133,93,209.4,FALSE
The Girl with the Dragon Tattoo,2011,R,158,86,102.5,TRUE
The Adventures of Tintin,2011,PG,107,75,77.6,FALSE
My Week with Marilyn,2011,R,99,83,14.6,TRUE
We Bought a Zoo,2011,PG,124,66,75.6,FALSE
The Darkest Hour,2011,PG-13,89,12,21.4,FALSE
War Horse,2011,PG-13,146,77,79.9,FALSE
Roadie,2011,R,95,72,0.0076,TRUE
Haywire,2011,R,93,80,18.9,FALSE
Extremely Loud & Incredibly Close,2011,PG-13,129,46,31.8,FALSE
The Artist,2011,PG-13,100,97,44.7,TRUE
The Grey,2011,R,117,79,51.5,FALSE
